Date,LocalName,Name,CountryCode,Fixed,Global,LaunchYear,Type,Counties
2025-01-01,New Year's Day,New Year's Day,BJ,False,True,,Public,
2025-01-10,Traditional Day,Traditional Day,BJ,False,True,,Public,
2025-04-20,Easter Sunday,Easter Sunday,BJ,False,True,,Public,
2025-04-21,Easter Monday,Easter Monday,BJ,False,True,,Public,
2025-05-01,Labour Day,Labour Day,BJ,False,True,,Public,
2025-05-29,Ascension Day,Ascension Day,BJ,False,True,,Public,
2025-06-09,Whit Monday,Whit Monday,BJ,False,True,,Public,
2025-08-01,Independence Day,Independence Day,BJ,False,True,,Public,
2025-08-15,Assumption Day,Assumption Day,BJ,False,True,,Public,
2025-10-26,Armed Forces Day,Armed Forces Day,BJ,False,True,,Public,
2025-11-01,All Saints' Day,All Saints' Day,BJ,False,True,,Public,
2025-11-30,National Day,National Day,BJ,False,True,,Public,
2025-12-25,Christmas Day,Christmas Day,BJ,False,True,,Public,
2025-12-26,Boxing Day,St. Stephen's Day,BJ,False,True,,Public,
