Date,LocalName,Name,CountryCode,Fixed,Global,LaunchYear,Type,Counties
2019-01-01,New Year's Day,New Year's Day,ZA,False,True,,Public,
2019-03-21,Human Rights Day,Human Rights Day,ZA,False,True,,Public,
2019-04-19,Good Friday,Good Friday,ZA,False,True,,Public,
2019-04-22,Family Day,Family Day,ZA,False,True,,Public,
2019-04-27,Freedom Day,Freedom Day,ZA,False,True,,Public,
2019-05-01,Workers' Day,Workers' Day,ZA,False,True,,Public,
2019-06-16,Youth Day,Youth Day,ZA,False,True,,Public,
2019-08-09,National Women's Day,National Women's Day,ZA,False,True,,Public,
2019-09-24,Heritage Day,Heritage Day,ZA,False,True,,Public,
2019-12-16,Day of Reconciliation,Day of Reconciliation,ZA,False,True,,Public,
2019-12-25,Christmas Day,Christmas Day,ZA,False,True,,Public,
2019-12-26,St. Stephen's Day,Day of Goodwill,ZA,False,True,,Public,
